Sentences,BIO tags,Animated_NP
"Glauben Sie wirklich , dass ein Bauer aus Niederbayern oder aus Ihrer Heimat , Frau Ministerin , der Pfalz , davon profitiert , wenn er mit einem Kollegen aus Argentinien mithalten muss , der weniger Umwelt- und Sozialauflagen erfüllen muss und für einen Liter Diesel um einiges weniger zahlt","['O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'B', 'O']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"An dieser Stelle gebe ich auch gerne noch einen Hinweis an die sonst so menschenrechtsbewegten Fraktionen hier im Haus : Dass mit diesem Freihandelsabkommen Produkte auf den deutschen Markt kommen , die mit einem Genozid an den Ureinwohnern Nordargentiniens erkauft werden , scheint hier niemanden so richtig zu interessieren","['O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Wenn es Sie aber interessiert : Das ist Rassismus , meine Damen und Herren","['O', 'B', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]"
Noch einen Satz,"['B', 'I', 'I']","[0, 0, 0]"
"Ich sehe , dass meine Zeit beinahe abgelaufen ist","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
Dabei hätte ich noch viel mehr dazu zu sagen,"['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
"– Ich darf auch länger reden , wenn die Grünen das immer wieder dürfen","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
"Frau Ministerin , Ihre Regierung schafft auf der einen Seite ein Heimatministerium , sorgt aber auf der anderen Seite dafür , dass deutsche Heimat täglich vernichtet wird","['B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das ist der pure Wahnsinn,"['B', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 0]"
Ich hätte noch viel mehr zu sagen,"['B', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0]"
"Ich hätte gerne auch noch etwas zu Herrn Hocker gesagt , weil er Unwahrheiten über meine Kollegen verbreitet","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
"Aber ich komme zum Schluss , weil meine Zeit überschritten ist","['O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Frau Ministerin , Sie sind jetzt verantwortlich für das Schicksal der deutschen Bauern","['B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
Bitte verhalten Sie sich in Zukunft so,"['O', 'O', 'B', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0]"
Dann werden wir gut zusammenarbeiten,"['O', 'O', 'B', 'O', 'O']","[0, 0, 1, 0, 0]"
Danke schön,"['O', 'O']","[0, 0]"
Für die SPD-Fraktion spricht der Kollege Johann Saathoff,"['O', 'B', 'I', 'O', 'B', 'I', 'I', 'I']","[0, 1, 1, 0, 1, 1, 1, 1]"
Herr Präsident,"['B', 'I']","[1, 1]"
Werte Kolleginnen und Kollegen,"['B', 'O', 'O', 'B']","[0, 0, 0, 1]"
Das Post-Cotonou-Folgeabkommen könnte eines der bedeutendsten Abkommen der EU werden,"['B', 'I', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
Es soll ja immerhin mit über 100 Ländern abgeschlossen werden,"['B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
Es handelt sich also tatsächlich um die Champions League der europäischen Außenbeziehungen,"['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Leider zeigt der Mandatsentwurf jedoch , dass die Regierung und die EU auf Kreisklasseniveau spielen wollen","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]"
"Dieser Entwurf schafft es zum Beispiel nicht , die postkoloniale Zweiteilung des jetzigen Cotonou-Abkommens zwischen AKP- und Nicht-AKP-Staaten aufzubrechen","['B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
Das ist rückwärtsgewandt und entspricht auch nicht den heutigen Herausforderungen,"['B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es reicht eben nicht aus , wie im aktuellen Entwurf vorgesehen , der AU oder den MENA-Staaten einen Beobachterstatus einzuräumen","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
Sie müssen von Anfang an am Verhandlungstisch sitzen,"['B', 'O', 'O', 'B', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
Nur so kann man tatsächlich eine Partnerschaft auf Augenhöhe erreichen,"['O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Zum FDP-Antrag,"['O', 'B']","[0, 0]"
"Sie fordern , dass der unsägliche Holzweg , der auf dem Valletta-Gipfel 2015 beschlossen wurde , sogar ausgebaut werden soll","['B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dabei waren Sie doch einmal eine Menschenrechtspartei,"['O', 'O', 'B', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 1, 1]"
Oder täusche ich mich da,"['O', 'O', 'B', 'B', 'O']","[0, 0, 1, 0, 0]"
"Das verträgt sich nicht mit Ihrer „ Festung Europa“-Rhetorik , die sich durch den ganzen Antrag zieht","['B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'B', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dabei müsste doch auch Ihnen klar sein : Entwicklungszusammenarbeit darf nicht zur Flüchtlingsabwehr degradiert werden,"['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Seit Valletta werden Entwicklungsgelder für fragwürdige Grenzschutzprojekte und Sicherheitskonzepte zweckentfremdet,"['O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Entwicklungsgelder werden als Druckmittel eingesetzt,"['B', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0]"
All das halte ich für grundfalsch,"['B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 1, 0, 0]"
Fluchtursachen bekämpfen heißt eben nicht : Flüchtlinge bekämpfen,"['B', 'O', 'O', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 1, 0]"
"In Bezug auf die EPAs verschließen Sie , liebe FDP , schlicht die Augen","['O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I']","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
"Sie wollen es einfach nicht wahrhaben , was die Verhandlungen der EPAs angerichtet haben","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
Wir stehen heute vor einem handelspolitischen Scheiterhaufen,"['B', 'O', 'O', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 0, 0, 0]"
Die EPAs sind inhaltlich gescheitert und haben die Beziehungen zwischen den afrikanischen Staaten und der EU schwer belastet,"['B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0]"
"Ja , Herr Beek , Sie haben in Ihrer Rede kritisiert , dass der Handel innerhalb der afrikanischen Staaten noch immer so gering ist","['O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
"Dann überlegen Sie sich einmal , warum sich viele Staaten Afrikas gegen diese EPAs gewendet haben","['O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
"Sie haben nämlich gesagt , das wird durch die EPAs eher verhindert denn gefördert","['B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
"Die 13-jährige Verhandlungszeit war durch Arroganz , Drohungen und zum Schluss mit Erpressungen durch die EU-Verhandler gespickt","['B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
Die Bewertungen der EPAs müssen natürlich auch diesen Aspekt berücksichtigen,"['B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Wir brauchen endlich einen handelspolitischen Neuanfang,"['B', 'O', 'O', 'B', 'I', 'I']","[1, 0, 0, 0, 0, 0]"
"Wir brauchen einen Handel , der nachhaltige Entwicklung ermöglicht und nicht verhindert","['B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hierzu muss die Bundesregierung ihren Beitrag leisten,"['O', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 0, 1, 1, 0, 0, 0]"
"Statt von einem Marshallplan zu fabulieren , müssten Sie im Rahmen des Cotonou-Folgeabkommens dem Globalen Süden endlich die Möglichkeit geben , sich positiv zu entwickeln","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ja , leider hat auch der Antrag der Linken erhebliche Defizite","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
– Doch,"['O', 'O']","[0, 0]"
"– Wir sind ganz nahe beieinander , wenn es um die Kritik von Handels- , Agrar- oder Finanzpolitik geht","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ich bin auch bei Ihnen , wenn es um gesetzliche und menschenrechtliche Sorgfaltspflichten für Unternehmen oder wenn es um die Finanztransaktionsteuer geht","['B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Ich widerspreche den Linken aber vehement , wenn sie den Industriestaaten die alleinige Schuld an der wirtschaftlichen und sozialen Lage in Afrika geben und dabei vergessen , dass auch die afrikanischen Regierungen ein enormes Maß an Verantwortung tragen müssen","['B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'I', 'O', 'B', 'O', 'O']","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Sie suchen in Ihrem Antrag die Schuld so sehr bei Europa , dass Sie den Afrikanern die Ownership über ihre eigene Politik absprechen","['B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
Ich sage Ihnen : Das geht gar nicht,"['B', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0]"
Wir fordern eine neue faire Partnerschaft mit dem Globalen Süden auf Augenhöhe,"['B', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Herr Kollege,"['B', 'I']","[1, 1]"
Der Rahmen dafür – ich bin am Ende – ist längst definiert,"['B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Es sind nämlich die SDGs , das Pariser Klimaabkommen , die kommende Kleinbauernkonvention , die Menschenrechte","['O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vielen Dank,"['O', 'O']","[0, 0]"
"Herzlichen Dank , Herr Kollege","['B', 'I', 'O', 'B', 'I']","[0, 0, 0, 1, 1]"
"– Ich finde es immer bemerkenswert , wenn gesagt wird : Ich bin am Ende","['O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"– Ich will darauf hinweisen , Kolleginnen und Kollegen : Wenn ich bei jedem Redebeitrag eine Minute dazugeben würde – 24 Sekunden , aber darüber will ich mich gar nicht streiten – , dann tagen wir noch um 4 Uhr nachts","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Ich werde jetzt – das kündige ich hiermit an – nach meiner ersten Aufforderung noch einen weiteren Satz zulassen und dann das Mikrofon abschalten , weil wir sonst nicht weiterkommen","['B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Kolleginnen und Kollegen , als Nächstes für die CDU / CSU-Fraktion der Kollege Johannes Selle","['B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'B', 'B', 'I', 'I', 'I']","[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]"
Frau Präsidentin,"['B', 'I']","[1, 1]"
Liebe Kolleginnen und Kollegen,"['B', 'O', 'O', 'B']","[0, 0, 0, 1]"
"Frau Kollegin Nastic , wenn man den Antrag der Fraktion Die Linke liest und Ihre heutige Rede zum Soli verfolgt hat , dann kann man nur hoffen , dass Sie niemals die politische Führung in diesem Land übernehmen","['B', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O']","[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sie vergleichen Deutschland in diesem Antrag mit einem Entwicklungsland und unterstellen , dass die wirtschaftlichen , sozialen und kulturellen Rechte bei uns nur unzureichend geschützt sind","['B', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sie suggerieren , dass die Menschenrechte nicht eingehalten werden , und zeichnen ein ganz düsteres Bild von Deutschland","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was wollen Sie damit erreichen,"['B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0]"
Wollen Sie noch mehr Frust gegenüber der Politik,"['O', 'B', 'B', 'I', 'I', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0]"
Wollen Sie eine noch größere Schwächung der Demokratie,"['O', 'B', 'B', 'I', 'I', 'I', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0]"
"Was Sie durch dieses Schlechtmachen schaffen , ist , dass Sie links und rechts stärken","['B', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hinten schließt sich der Kreis , und alle singen wieder die Internationale","['O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das ist Ihr Ziel ; Sie werden es aber nicht erreichen,"['B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir werden es nicht zulassen , dass Sie unser Land schlechtreden","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir werden es auch nicht zulassen , dass Sie uns vorwerfen , wir würden uns nicht um die Menschen in unserem Land kümmern","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
Das Gegenteil ist der Fall,"['B', 'I', 'O', 'B', 'I']","[0, 0, 0, 0, 0]"
"Der sechste Staatenbericht zur Umsetzung des Sozialpakts der Vereinten Nationen unterstreicht gerade für Deutschland , dass wir einen hohen Implementierungsgrad erreicht haben","['B', 'I', 'I', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sie übertreiben mit Ihrem Antrag maßlos,"['B', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0]"
"Ihr Grundfehler , liebe Kolleginnen und Kollegen der Linken , ist , dass Sie immer nur fragen : „ Was kann der Bürger vom Staat erwarten","['B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]"
"“ , anstatt zu beleuchten , welche Chancen in unserem Land sind , welche Chancen der Einzelne in unserem Staat hat","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]"
"Unsere Bürgerinnen und Bürger haben nach den schrecklichen Ereignissen des Zweiten Weltkrieges angepackt und unser Land aufgebaut , ohne zu fragen , was sie vom Staat bekommen – mit Fleiß , mit Liebe , mit Zuversicht , mit Mut und mit der politisch klugen Ausrichtung der sozialen Marktwirtschaft nach Ludwig Erhard","['B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'I', 'O', 'B', 'I']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
"Dieses System der sozialen Marktwirtschaft findet auch heute noch breite Zustimmung – übrigens auch im Staatsvertrag von 1990 zwischen der Bundesrepublik Deutschland und der DDR , nachdem Ihr Konzept der Planwirtschaft kläglich gescheitert war","['B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In der DDR – daran darf man nach fast 30 Jahren deutsche Einheit auch erinnern – war mit diesem System keine Teilhabe an kulturellen , wirtschaftlichen , sozialen und anderen Menschenrechten gegeben","['O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dieses System ist gescheitert,"['B', 'I', 'O', 'O']","[0, 0, 0, 0]"
Die soziale Marktwirtschaft ermöglicht eben eine Teilhabe der Gesamtgesellschaft,"['B', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 1, 1]"
"Jeder , der Leistung bringt , kann von dieser Leistung auch leben , und jeder , der das nicht schafft , wird durch die soziale Marktwirtschaft aufgefangen und bekommt das Existenzminimum","['B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
