Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
Vor zehn Jahren verankerte die damalige Regierungskoalition von Union und SPD mit Unterstützung von Grünen und FDP die Schuldenbremse im Grundgesetz .,Vor [START] zehn Jahren [END] verankerte [START] die damalige Regierungskoalition [END] von [START] Union [END] und [START] SPD [END] mit [START] Unterstützung [END] von [START] Grünen [END] und [START] FDP [END] [START] die Schuldenbremse [END] im [START] Grundgesetz [END] .,"['O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O']","[0, 1, 1, 1, 0, 1, 1, 0, 0]",,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",
"Von Gewerkschaften , progressiven Ökonomen , Sozialverbänden und der Linken wurde sie heftig kritisiert : wirtschaftspolitisch kontraproduktiv , ein Hindernis für notwendige Zukunftsinvestitionen und eine Bedrohung des Sozialstaats .","Von [START] Gewerkschaften [END] , [START] progressiven Ökonomen [END] , [START] Sozialverbänden [END] und [START] der Linken [END] wurde [START] sie [END] heftig kritisiert : wirtschaftspolitisch kontraproduktiv , [START] ein Hindernis [END] für [START] notwendige Zukunftsinvestitionen [END] und [START] eine Bedrohung [END] [START] des Sozialstaats [END] .","['O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O']","[1, 1, 1, 1, 0, 0, 0, 0, 1]",,"[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",
"Okay , wie es sich wirtschaftspolitisch entwickelt , werden wir sehen .","Okay , wie [START] es [END] [START] sich [END] wirtschaftspolitisch entwickelt , werden [START] wir [END] sehen .","['O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O']","[0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
"Spätestens die nächste Krise wird zeigen , wie unsinnig diese Schuldenbremse tatsächlich ist .","[START] Spätestens die nächste Krise [END] wird zeigen , wie unsinnig [START] diese Schuldenbremse [END] tatsächlich ist .","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Bei den Sozialabgaben haben die gute Konjunktur und die niedrigen Zinsen das Schlimmste verhindert .,Bei [START] den Sozialabgaben [END] haben [START] die gute Konjunktur [END] und [START] die niedrigen Zinsen [END] [START] das Schlimmste [END] verhindert .,"['O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Es bleibt die Frage der Zukunftsinvestitionen .,Es bleibt [START] die Frage [END] [START] der Zukunftsinvestitionen [END] .,"['O', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
Frau Stark-Watzinger hat die Frage gestellt : Führen wir die richtigen Debatten ?,[START] Frau Stark-Watzinger [END] hat [START] die Frage [END] gestellt : Führen [START] wir [END] [START] die richtigen Debatten [END] ?,"['B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O']","[1, 0, 1, 0]",,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",
Inzwischen würde ich sagen : doch schon wieder .,Inzwischen würde [START] ich [END] sagen : doch schon wieder .,"['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']",[1],,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",
"2018 befand sich Deutschland bei den öffentlichen Investitionen mit 2,4 Prozent des Bruttoinlandsprodukts im Vergleich der OECD-Staaten auf dem sechstletzten Platz von 30 untersuchten Staaten .","2018 befand [START] sich [END] [START] Deutschland [END] bei [START] den öffentlichen Investitionen [END] mit [START] 2,4 Prozent [END] [START] des Bruttoinlandsprodukts [END] im [START] Vergleich [END] [START] der OECD-Staaten [END] auf [START] dem sechstletzten Platz [END] von [START] 30 untersuchten Staaten [END] .","['O', 'O', 'B', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Hier haben sich interessante neue Diskussionslinien aufgetan : Innerhalb der SPD gibt es endlich wieder hörbare kritische Stimmen zur Schuldenbremse .,Hier haben [START] sich [END] [START] interessante neue Diskussionslinien [END] aufgetan : Innerhalb [START] der SPD [END] gibt es endlich wieder [START] hörbare kritische Stimmen [END] zur [START] Schuldenbremse [END] .,"['O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O']","[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die Grünen fordern eine Weiterentwicklung , weil auch sie die investitionshemmende Wirkung sehen .","[START] Die Grünen [END] fordern [START] eine Weiterentwicklung [END] , weil [START] auch sie [END] [START] die investitionshemmende Wirkung [END] sehen .","['B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O']","[1, 0, 0, 0]",,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
BDI und DGB gemeinsam fordern ein Investitionsprogramm über zehn Jahre mit einem Gesamtvolumen von 450 Milliarden Euro .,[START] BDI [END] und [START] DGB [END] gemeinsam fordern [START] ein Investitionsprogramm [END] über [START] zehn Jahre [END] mit [START] einem Gesamtvolumen [END] von [START] 450 Milliarden Euro [END] .,"['B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O']","[1, 1, 0, 0, 0, 0]",,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Gut so !,Gut so !,"['O', 'O', 'O']",[],,"[0, 0, 0]",
Das sind die richtigen Debatten .,[START] Das [END] sind [START] die richtigen Debatten [END] .,"['B', 'O', 'B', 'I', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0]",
"Michael Hüther , Chef des arbeitgebernahen Instituts der deutschen Wirtschaft , argumentiert : Angesichts eines unübersehbar großen Investitionsbedarfs mindert die Schuldenbremse den politischen Handlungsspielraum und entbehrt einer ökonomischen Grundlage .","[START] Michael Hüther [END] , [START] Chef [END] [START] des arbeitgebernahen Instituts [END] [START] der deutschen Wirtschaft [END] , argumentiert : Angesichts [START] eines unübersehbar großen Investitionsbedarfs [END] mindert [START] die Schuldenbremse [END] [START] den politischen Handlungsspielraum [END] und entbehrt [START] einer ökonomischen Grundlage [END] .","['B', 'I', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","[1, 1, 1, 0, 0, 0, 0, 0]",,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Recht hat der Mann .,[START] Recht [END] hat [START] der Mann [END] .,"['B', 'O', 'B', 'I', 'O']","[0, 1]",,"[0, 0, 1, 1, 0]",
"Ich will auch noch mal was zu dem Thema der Rekordinvestitionen sagen , mit dem sich die Koalition hier immer brüstet : In einer wachsenden Wirtschaft mit einem wachsenden Bundeshaushalt haben Sie ja jedes Jahr Rekordinvestitionen , selbst wenn Sie überhaupt nichts verbessern , wenn Sie einfach nur den Stand halten .","[START] Ich [END] will auch noch mal [START] was [END] zu [START] dem Thema [END] [START] der Rekordinvestitionen [END] sagen , mit [START] dem [END] [START] sich [END] [START] die Koalition [END] hier immer brüstet : In [START] einer wachsenden Wirtschaft [END] mit [START] einem wachsenden Bundeshaushalt [END] haben [START] Sie [END] ja [START] jedes Jahr [END] Rekordinvestitionen , selbst wenn [START] Sie [END] [START] überhaupt nichts [END] verbessern , wenn [START] Sie [END] einfach nur [START] den Stand [END] halten .","['B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist doch Augenwischerei , was Sie hier machen .","[START] Das [END] ist doch [START] Augenwischerei [END] , [START] was [END] [START] Sie [END] hier machen .","['B', 'O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Erfreulich ist auch , dass wir bei den Debatten zur Vermögensteuer und auch zur Finanztransaktionsteuer und sogar , wenn auch mit nicht so ganz glücklichen Meldungen , zur Erbschaftsteuer ein wenig weiterkommen .","Erfreulich ist auch , dass [START] wir [END] bei [START] den Debatten [END] zur [START] Vermögensteuer [END] und auch zur [START] Finanztransaktionsteuer [END] und sogar , wenn auch mit [START] nicht so ganz glücklichen Meldungen [END] , zur [START] Erbschaftsteuer [END] [START] ein wenig [END] weiterkommen .","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Auch da : Vielleicht sollte die FDP ihre Position noch mal überdenken .,Auch da : Vielleicht sollte [START] die FDP [END] [START] ihre Position [END] noch mal überdenken .,"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O']","[1, 0]",,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",
"In dem bereits vom Kollegen Daldrup erwähnten DeutschlandTrend sagen sogar 52 Prozent der FDP-Wählerinnen und FDP-Wähler , dass Sie die Vermögensteuer für eine gute Idee halten .","In dem bereits vom [START] Kollegen Daldrup [END] erwähnten DeutschlandTrend sagen [START] sogar 52 Prozent [END] [START] der FDP-Wählerinnen [END] und [START] FDP-Wähler [END] , dass [START] Sie [END] [START] die Vermögensteuer [END] für [START] eine gute Idee [END] halten .","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O']","[1, 0, 1, 1, 0, 0, 0]",,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Also denken Sie noch mal darüber nach .,Also denken [START] Sie [END] noch mal darüber nach .,"['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0, 0]",
Zur Abwendung einer drohenden Klimakatastrophe ist ein tiefgreifender sozialökologischer Umbau von Wirtschaft und Gesellschaft zwingend .,Zur [START] Abwendung [END] [START] einer drohenden Klimakatastrophe [END] ist [START] ein tiefgreifender sozialökologischer Umbau [END] von [START] Wirtschaft [END] und [START] Gesellschaft [END] zwingend .,"['O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",
"Öffentliche Investitionen in erneuerbare Energien , in Busse und Bahnen , in energetische Gebäudesanierung , in ein belastbares Internet sind unverzichtbar .","[START] Öffentliche Investitionen [END] in [START] erneuerbare Energien [END] , in [START] Busse [END] und [START] Bahnen [END] , in [START] energetische Gebäudesanierung [END] , in [START] ein belastbares Internet [END] sind unverzichtbar .","['B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aber nicht nur diese lebenswichtigen Zukunftsinvestitionen sparen sich Bund , Länder und Gemeinden – den Gemeinden wird es mehr aufgezwungen – , Bundes- und Landesregierung fahren auch die bestehende öffentliche Infrastruktur auf Verschleiß und sparen sich sogar die Erhaltungsinvestitionen .","Aber [START] nicht nur diese lebenswichtigen Zukunftsinvestitionen [END] sparen [START] sich [END] [START] Bund [END] , [START] Länder [END] und [START] Gemeinden [END] – [START] den Gemeinden [END] wird [START] es [END] mehr aufgezwungen – , [START] Bundes- und Landesregierung [END] fahren [START] auch die bestehende öffentliche Infrastruktur [END] auf [START] Verschleiß [END] und sparen [START] sich [END] [START] sogar die Erhaltungsinvestitionen [END] .","['O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'I', 'O']","[0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dabei leuchtet doch jedem ein : Es ist viel teurer , in 20 Jahren neue Brücken , Schulen und Schienen zu bauen , als rechtzeitig bestehende vor dem Verfall zu bewahren .","Dabei leuchtet doch [START] jedem [END] ein : [START] Es [END] ist viel teurer , in [START] 20 Jahren [END] [START] neue Brücken [END] , [START] Schulen [END] und [START] Schienen [END] zu bauen , als rechtzeitig bestehende vor [START] dem Verfall [END] zu bewahren .","['O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Notwendige Investitionen , die mit Verweis auf Schuldenbremse und schwarze Null unterbleiben , sind für zukünftige Generationen viel teurer als eine angemessene Kreditaufnahme .","[START] Notwendige Investitionen [END] , [START] die [END] mit [START] Verweis [END] auf [START] Schuldenbremse [END] und schwarze Null unterbleiben , sind für [START] zukünftige Generationen [END] viel teurer als eine angemessene Kreditaufnahme .","['B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
"Die plumpe Aussage , Staatsschulden seien eine unfaire Bürde für unsere Kinder und Enkel , stimmt einfach hinten und vorne nicht .","[START] Die plumpe Aussage [END] , [START] Staatsschulden [END] seien [START] eine unfaire Bürde [END] für [START] unsere Kinder [END] und [START] Enkel [END] , stimmt einfach hinten und vorne nicht .","['B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
Deshalb bleiben wir bei unserer Position : Eine Streichung der Schuldenbremse ist notwendig .,Deshalb bleiben [START] wir [END] bei [START] unserer Position [END] : [START] Eine Streichung [END] [START] der Schuldenbremse [END] ist notwendig .,"['O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[1, 0, 0, 0]",,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die goldene Regel der Finanzpolitik , nach der der Staat so viele Kredite aufnehmen kann und sollte , wie er langfristig öffentliche Investitionen tätigt , ist die sinnvollere Richtschnur .","[START] Die goldene Regel [END] [START] der Finanzpolitik [END] , nach [START] der [END] [START] der Staat [END] [START] so viele Kredite [END] aufnehmen kann und sollte , wie [START] er [END] langfristig [START] öffentliche Investitionen [END] tätigt , ist [START] die sinnvollere Richtschnur [END] .","['B', 'I', 'I', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 1, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Danke sehr .,Danke sehr .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
"Vielen Dank , Herr Kollege .","Vielen Dank , [START] Herr Kollege [END] .","['O', 'O', 'O', 'B', 'I', 'O']",[1],,"[0, 0, 0, 1, 1, 0]",
– Nächste Rednerin ist für die Fraktion Bündnis 90 / Die Grünen die Kollegin Anja Hajduk .,– [START] Nächste Rednerin [END] ist für [START] die Fraktion Bündnis [END] 90 / [START] Die Grünen [END] [START] die Kollegin Anja Hajduk [END] .,"['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","[1, 1, 1, 1]",,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0]",
Herr Präsident !,[START] Herr Präsident [END] !,"['B', 'I', 'O']",[1],,"[1, 1, 0]",
Meine Damen und Herren !,[START] Meine Damen [END] und [START] Herren [END] !,"['B', 'I', 'O', 'B', 'O']","[1, 1]",,"[1, 1, 0, 1, 0]",
"Morgen , am 3 Oktober , vor 30 Jahren wurden die beiden deutschen Staaten wiedervereinigt oder , juristisch korrekt gesagt , trat die DDR dem Geltungsgebiet des Grundgesetzes der Bundesrepublik bei .","Morgen , am [START] 3 Oktober [END] , vor [START] 30 Jahren [END] wurden [START] die beiden deutschen Staaten [END] wiedervereinigt oder , juristisch korrekt gesagt , trat [START] die DDR [END] [START] dem Geltungsgebiet [END] [START] des Grundgesetzes [END] [START] der Bundesrepublik [END] bei .","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 1, 1, 0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0]",
"Schon dieser Formulierung merkt man an : Der 3 Oktober ist als Nationalfeiertag ein relativ technisches , bürokratisches Datum .","[START] Schon dieser Formulierung [END] merkt [START] man [END] an : [START] Der 3 Oktober [END] ist als [START] Nationalfeiertag [END] [START] ein relativ technisches , bürokratisches Datum [END] .","['B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'O']","[0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Der eigentliche Freudentaumel über das Ende der deutschen Teilung hatte sich schon am 9 November 1989 beim Fall der Mauer , beim Sieg der Friedlichen Revolution , ereignet .","[START] Der eigentliche Freudentaumel [END] über [START] das Ende [END] [START] der deutschen Teilung [END] hatte [START] sich [END] schon am [START] 9 November [END] 1989 beim [START] Fall [END] [START] der Mauer [END] , beim [START] Sieg [END] [START] der Friedlichen Revolution [END] , ereignet .","['B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dieses Datum , dem Sturm auf die Bastille vergleichbar , hätte eigentlich unser Feiertag sein müssen – Matthias Platzeck hat es gesagt – , wenn es historisch nicht anderweitig belastet wäre .","[START] Dieses Datum [END] , [START] dem Sturm [END] auf [START] die Bastille [END] vergleichbar , hätte eigentlich [START] unser Feiertag [END] sein müssen – [START] Matthias Platzeck [END] hat [START] es [END] gesagt – , wenn [START] es [END] historisch nicht anderweitig belastet wäre .","['B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Gleichwohl feiern wir morgen natürlich mit großer Freude den Tag der Deutschen Einheit , manche hier auf der linken Seite im Saal vielleicht etwas verhaltener .","Gleichwohl feiern [START] wir [END] morgen natürlich mit [START] großer Freude [END] [START] den Tag [END] [START] der Deutschen Einheit [END] , [START] manche [END] hier auf [START] der linken Seite [END] im [START] Saal [END] vielleicht etwas verhaltener .","['O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich zitiere : „ Diejenigen , die derzeit von Wiedervereinigung daherreden , haben aus der Geschichte nichts gelernt ... “ , so Hans Eichel , der spätere SPD-Finanzminister noch im November 1989 , oder Joschka Fischer im Oktober 1989 : „ Vergessen wir die Wiedervereinigung .","[START] Ich [END] zitiere : [START] „ Diejenigen [END] , [START] die [END] derzeit von [START] Wiedervereinigung [END] daherreden , haben aus [START] der Geschichte [END] [START] nichts [END] gelernt ... “ , so Hans Eichel , der spätere SPD-Finanzminister noch im [START] November [END] 1989 , oder [START] Joschka Fischer [END] im [START] Oktober [END] 1989 : „ Vergessen [START] wir [END] [START] die Wiedervereinigung [END] .","['B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",
Halten wir die nächsten 20 Jahre die Schnauze darüber .,Halten [START] wir [END] [START] die nächsten 20 Jahre [END] [START] die Schnauze [END] darüber .,"['O', 'B', 'B', 'I', 'I', 'I', 'B', 'I', 'O', 'O']","[1, 0, 0]",,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
“ – Zitat Ende .,“ [START] – Zitat Ende [END] .,"['O', 'B', 'I', 'I', 'O']",[0],,"[0, 0, 0, 0, 0]",
"Welch ein historisches Glück , meine Damen und Herren , dass Sie auf der linken Seite dieses Hauses damals nicht regiert haben .","[START] Welch ein historisches Glück [END] , [START] meine Damen [END] und [START] Herren [END] , dass [START] Sie [END] auf [START] der linken Seite [END] [START] dieses Hauses [END] damals nicht regiert haben .","['B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 1, 1, 0, 0, 1]",,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",
Wir säßen wahrscheinlich heute noch in der Bundeshauptstadt Bonn und würden mit der SED-Führung aus Ostberlin Bruderschaft trinken .,[START] Wir [END] säßen wahrscheinlich heute noch in [START] der Bundeshauptstadt Bonn [END] und würden mit [START] der SED-Führung [END] aus [START] Ostberlin [END] [START] Bruderschaft [END] trinken .,"['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'O']","[1, 1, 0, 0, 1]",,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
