Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
Beispielsweise ist die Zahl der wissenschaftlichen Mitarbeiter an den Hochschulen seit 2007 um 48 Prozent gestiegen .,Beispielsweise ist [START] die Zahl [END] [START] der wissenschaftlichen Mitarbeiter [END] an [START] den Hochschulen [END] seit 2007 um [START] 48 Prozent [END] gestiegen .,"['O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Auch das ist ein Ergebnis der Leistungen , die wir gemeinsam erbracht haben .","[START] Auch das [END] ist [START] ein Ergebnis [END] [START] der Leistungen [END] , [START] die [END] [START] wir [END] gemeinsam erbracht haben .","['B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Noch eine Zahl : Beim Pakt für Forschung und Innovation – für die außeruniversitären Forschungseinrichtungen – gibt es einen verlässlichen Aufwuchs von 3 bzw. 5 Prozent .,[START] Noch eine Zahl [END] : Beim [START] Pakt [END] für [START] Forschung [END] und [START] Innovation [END] – für [START] die außeruniversitären Forschungseinrichtungen [END] – gibt es [START] einen verlässlichen Aufwuchs [END] von [START] 3 bzw. 5 Prozent [END] .,"['B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wo auf der Welt gibt es solch eine Verlässlichkeit ?,Wo auf [START] der Welt [END] gibt es solch [START] eine Verlässlichkeit [END] ?,"['O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Fahren Sie einmal zu den großen Einrichtungen in den USA .,Fahren [START] Sie [END] einmal zu [START] den großen Einrichtungen [END] in [START] den USA [END] .,"['O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Sie sagen : Geld haben wir viel , aber es wird immer weniger , und Verlässlichkeit haben wir keine .","[START] Sie [END] sagen : [START] Geld [END] haben [START] wir [END] [START] viel [END] , aber es wird [START] immer weniger [END] , und [START] Verlässlichkeit [END] haben [START] wir [END] [START] keine [END] .","['B', 'O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"– Unsere Einrichtungen haben Verlässlichkeit , und es gibt eine Steigerung .","– [START] Unsere Einrichtungen [END] haben [START] Verlässlichkeit [END] , und es gibt [START] eine Steigerung [END] .","['O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Seit 2005 wurden die Mittel um sage und schreibe 207 Prozent gesteigert .,Seit 2005 wurden [START] die Mittel [END] um sage und schreibe [START] 207 Prozent [END] gesteigert .,"['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist alles viel Substanz , und das ist alles viel Holz , sehr geehrte Damen und Herren .","[START] Das [END] ist [START] alles [END] viel Substanz , und [START] das [END] ist [START] alles [END] viel Holz , [START] sehr geehrte Damen [END] und [START] Herren [END] .","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das wäre ohne das Engagement der von uns seit 2005 geführten Bundesregierungen – in Zeiten der Regierung gemeinsam mit der FDP bzw. der SPD – in keiner Weise möglich gewesen .,[START] Das [END] wäre ohne [START] das Engagement [END] der von [START] uns [END] seit 2005 geführten Bundesregierungen – in [START] Zeiten [END] [START] der Regierung [END] gemeinsam mit [START] der FDP [END] bzw. [START] der SPD [END] – in [START] keiner Weise [END] möglich gewesen .,"['B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Auch mit dem Haushalt dieses Jahres und den Haushalten der nächsten Jahre dieser Legislatur gehen wir genau diesen Weg weiter .,Auch mit [START] dem Haushalt [END] [START] dieses Jahres [END] und [START] den Haushalten [END] [START] der nächsten Jahre [END] [START] dieser Legislatur [END] gehen [START] wir [END] [START] genau diesen Weg [END] weiter .,"['O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wenn man sich die Zahlen genau anschaut und nicht bloß oberflächlich drübergeht , wenn man nämlich den Effekt herausrechnet , der sich durch die doppelten Abiturjahrgänge ergeben hat – der Hochschulpakt ist ausfinanziert – , dann erkennt man : Der Haushalt ist in diesem Jahr faktisch um 569 Millionen Euro gestiegen , um gut eine halbe Milliarde Euro in einem Jahr .","Wenn [START] man [END] [START] sich [END] [START] die Zahlen [END] genau anschaut und nicht bloß oberflächlich drübergeht , wenn [START] man [END] nämlich [START] den Effekt [END] herausrechnet , [START] der [END] [START] sich [END] durch [START] die doppelten Abiturjahrgänge [END] ergeben hat – [START] der Hochschulpakt [END] ist ausfinanziert – , dann erkennt [START] man [END] : [START] Der Haushalt [END] ist in [START] diesem Jahr [END] faktisch um [START] 569 Millionen Euro [END] gestiegen , [START] um gut eine halbe Milliarde Euro [END] in [START] einem Jahr [END] .","['O', 'B', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Sehr geehrte Damen und Herren , das ist Substanz , das ist eine Menge Holz , und damit kann man was machen .","[START] Sehr geehrte Damen [END] und [START] Herren [END] , [START] das [END] ist [START] Substanz [END] , [START] das [END] ist [START] eine Menge Holz [END] , und damit kann [START] man [END] [START] was [END] machen .","['B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"An dieser Stelle Gratulation an die neue Ministerin , dass sie das – gemeinsam mit dem Finanzminister – gleich umgesetzt und hingekriegt hat !","An [START] dieser Stelle [END] Gratulation an [START] die neue Ministerin [END] , dass [START] sie [END] [START] das [END] – gemeinsam mit [START] dem Finanzminister [END] – gleich umgesetzt und hingekriegt hat !","['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die guten Zahlen ändern nichts daran , dass es etwas zu tun gibt .","[START] Die guten Zahlen [END] ändern [START] nichts [END] daran , dass es [START] etwas [END] zu tun gibt .","['B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Ich wollte eigentlich drei Bereiche ansprechen ; aber die Ministerin hat mir ein paar Minuten meiner Redezeit geklaut .,[START] Ich [END] wollte eigentlich [START] drei Bereiche [END] ansprechen ; aber [START] die Ministerin [END] hat [START] mir [END] [START] ein paar Minuten [END] [START] meiner Redezeit [END] geklaut .,"['B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Deswegen muss ich mich kürzer fassen ; ich mache es ein Stück weit im Stakkato .,Deswegen muss [START] ich [END] [START] mich [END] kürzer fassen ; [START] ich [END] mache [START] es [END] ein Stück weit im [START] Stakkato [END] .,"['O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Erstens : das Thema Transfer .,[START] Erstens : das Thema Transfer [END] .,"['B', 'I', 'I', 'I', 'I', 'O']",[0],,"[0, 0, 0, 0, 0, 0]",
Wir geben der Wissenschaft massiv mehr Geld .,[START] Wir [END] geben [START] der Wissenschaft [END] [START] massiv mehr Geld [END] .,"['B', 'O', 'B', 'I', 'B', 'I', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
"Wir erwarten im Gegenzug aber auch massiv mehr Ergebnisse , und zwar nicht nur wissenschaftliche Erkenntnisse , sondern auch Anwendungen , Produkte , Dienstleistungen – Transfer eben .","[START] Wir [END] erwarten im [START] Gegenzug [END] aber auch massiv [START] mehr Ergebnisse [END] , und [START] zwar nicht nur wissenschaftliche Erkenntnisse [END] , sondern [START] auch Anwendungen [END] , [START] Produkte [END] , [START] Dienstleistungen [END] – [START] Transfer [END] eben .","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wenn uns das EFI-Gutachten sagt , dass wir zwar mehr Geld geben , aber die Innovationskraft des Mittelstandes dramatisch sinkt , dann stimmt da etwas nicht , dann können wir uns damit nicht zufriedengeben .","Wenn [START] uns [END] [START] das EFI-Gutachten [END] sagt , dass [START] wir [END] zwar [START] mehr Geld [END] geben , aber [START] die Innovationskraft [END] [START] des Mittelstandes [END] dramatisch sinkt , dann stimmt da [START] etwas [END] nicht , dann können [START] wir [END] [START] uns [END] damit nicht zufriedengeben .","['O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wenn uns der Präsident der Helmholtz-Gemeinschaft im Ausschuss sagt , es sei ein großer Erfolg , dass die Zahl der Ausgründungen inzwischen auf 17 pro Jahr angestiegen ist – 17 bei einer Organisation mit 38 0 Mitarbeitern , sehr geehrte Damen und Herren !","Wenn [START] uns [END] [START] der Präsident [END] [START] der Helmholtz-Gemeinschaft [END] im [START] Ausschuss [END] sagt , [START] es [END] sei [START] ein großer Erfolg [END] , dass [START] die Zahl [END] [START] der Ausgründungen [END] inzwischen auf 17 pro [START] Jahr [END] angestiegen ist – 17 bei [START] einer Organisation [END] mit [START] 38 0 Mitarbeitern [END] , [START] sehr geehrte Damen [END] und [START] Herren [END] !","['O', 'B', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"– , dann ist das , mit Verlaub gesagt , viel , viel zu wenig – um es nur an einem Punkt aufzuzeigen .","– , dann ist [START] das [END] , mit [START] Verlaub [END] gesagt , [START] viel [END] , viel zu wenig – um [START] es [END] nur an [START] einem Punkt [END] aufzuzeigen .","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir müssen uns am internationalen Maßstab orientieren , an Standorten wie Boston , Stanford , Tel Aviv usw. , bei denen man sieht , welche Ergebnisse für die Bevölkerung bei einer guten Vernetzung und einer guten Struktur mit wissenschaftlichen Erkenntnissen erzielt werden können .","[START] Wir [END] müssen [START] uns [END] am [START] internationalen Maßstab [END] orientieren , an [START] Standorten [END] wie Boston , [START] Stanford [END] , [START] Tel Aviv [END] usw. , bei [START] denen [END] [START] man [END] sieht , [START] welche Ergebnisse [END] für [START] die Bevölkerung [END] bei [START] einer guten Vernetzung [END] und [START] einer guten Struktur [END] mit [START] wissenschaftlichen Erkenntnissen [END] erzielt werden können .","['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich bin außerordentlich froh , dass die Ministerin einen ihrer Schwerpunkte auf dieses Thema legen möchte – ebenso auf das Thema berufliche Bildung , das ein weiterer Punkt meiner Rede gewesen wäre , den ich jetzt aber streichen muss .","[START] Ich [END] bin außerordentlich froh , dass [START] die Ministerin [END] [START] einen [END] [START] ihrer Schwerpunkte [END] auf [START] dieses Thema [END] legen möchte – ebenso auf [START] das Thema [END] berufliche Bildung , [START] das [END] [START] ein weiterer Punkt [END] [START] meiner Rede [END] gewesen wäre , [START] den [END] [START] ich [END] jetzt aber streichen muss .","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Da liegen wir auf derselben Linie .,Da liegen [START] wir [END] auf [START] derselben Linie [END] .,"['O', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
"Unsere Position ist im Übrigen , dass das Bildungs- und Forschungsministerium zukünftig eigentlich „ Bundesministerium für Forschung , Bildung und Transfer “ heißen sollte .","[START] Unsere Position [END] ist im [START] Übrigen [END] , dass [START] das Bildungs- und Forschungsministerium [END] zukünftig eigentlich [START] „ Bundesministerium [END] für [START] Forschung [END] , [START] Bildung [END] und [START] Transfer [END] “ heißen sollte .","['B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Unser Vorschlag war in den Koalitionsverhandlungen nicht mehrheitsfähig .,[START] Unser Vorschlag [END] war in [START] den Koalitionsverhandlungen [END] nicht mehrheitsfähig .,"['B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
Aber wir arbeiten weiter an diesem Thema .,Aber [START] wir [END] arbeiten weiter an [START] diesem Thema [END] .,"['O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
"Bei all den Pakten , die in den nächsten Jahren verlängert werden , insbesondere der Pakt für Forschung und Innovation , darf der Aspekt des Transfers nicht als 16 Spiegelstrich genannt werden , sondern er muss im Zentrum verankert sein .","Bei [START] all den Pakten [END] , [START] die [END] in [START] den nächsten Jahren [END] verlängert werden , [START] insbesondere der Pakt [END] für [START] Forschung [END] und [START] Innovation [END] , darf [START] der Aspekt [END] [START] des Transfers [END] nicht als [START] 16 Spiegelstrich [END] genannt werden , sondern [START] er [END] muss im [START] Zentrum [END] verankert sein .","['O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir Fachpolitiker werden haushalterisch Ihnen bei der Verlängerung der Pakte die Hand nur reichen , wenn der Gedanke der substanziellen Stärkung des Transfers zentral , wirkungsvoll und auch kon­trollierbar in den Verträgen verankert ist .","[START] Wir Fachpolitiker [END] werden haushalterisch [START] Ihnen [END] bei [START] der Verlängerung [END] [START] der Pakte [END] [START] die Hand [END] nur reichen , wenn [START] der Gedanke [END] [START] der substanziellen Stärkung [END] [START] des Transfers [END] zentral , wirkungsvoll und auch kon­trollierbar in [START] den Verträgen [END] verankert ist .","['B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Lassen Sie mich in aller Kürze ein weiteres Thema ansprechen .,Lassen [START] Sie [END] [START] mich [END] in [START] aller Kürze [END] [START] ein weiteres Thema [END] ansprechen .,"['O', 'B', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Es geht um die Diskussion über eine Verfassungsänderung im Zusammenhang mit dem Kooperationsverbot .,Es geht um [START] die Diskussion [END] über [START] eine Verfassungsänderung [END] im [START] Zusammenhang [END] mit [START] dem Kooperationsverbot [END] .,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Es ist eine weitreichende Diskussion .,[START] Es [END] ist [START] eine weitreichende Diskussion [END] .,"['B', 'O', 'B', 'I', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0]",
"Ich finde , wir sollten nun die oberflächlichen Begrifflichkeiten hinter uns lassen und in die Tiefe des Themas einsteigen .","[START] Ich [END] finde , [START] wir [END] sollten nun [START] die oberflächlichen Begrifflichkeiten [END] hinter [START] uns [END] lassen und in [START] die Tiefe [END] [START] des Themas [END] einsteigen .","['B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Der Begriff „ Kooperationsverbot “ ist ein , ich sage mal , genialer linker Kampfbegriff ; ich frage mich , wieso die FDP auf diesen Zug aufspringt .","[START] Der Begriff „ Kooperationsverbot [END] “ ist ein , [START] ich [END] sage mal , [START] genialer linker Kampfbegriff [END] ; [START] ich [END] frage [START] mich [END] , wieso [START] die FDP [END] auf [START] diesen Zug [END] aufspringt .","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"In der Sache ist er falsch , und er ist gefährlich , weil der Eindruck erweckt wird , wir brauchten bloß das üble Kooperationsverbot abschaffen und dann gäbe es riesige Qualitätssprünge in unserem Bildungswesen .","In [START] der Sache [END] ist [START] er [END] falsch , und [START] er [END] ist gefährlich , weil [START] der Eindruck [END] erweckt wird , [START] wir [END] brauchten bloß [START] das üble Kooperationsverbot [END] abschaffen und dann gäbe es [START] riesige Qualitätssprünge [END] in [START] unserem Bildungswesen [END] .","['O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist eine ideologische Verkürzung , die grottengefährlich und vollkommen falsch ist und die der Komplexität unseres Bildungswesens in keiner Weise gerecht wird .","[START] Das [END] ist [START] eine ideologische Verkürzung [END] , [START] die [END] grottengefährlich und vollkommen falsch ist und [START] die [END] [START] der Komplexität [END] [START] unseres Bildungswesens [END] in [START] keiner Weise [END] gerecht wird .","['B', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Der Präsident blinkt hier schon .,[START] Der Präsident [END] blinkt hier schon .,"['B', 'I', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0]",
Lassen Sie mich noch zwei Punkte in aller Kürze darstellen .,Lassen [START] Sie [END] [START] mich [END] noch [START] zwei Punkte [END] in [START] aller Kürze [END] darstellen .,"['O', 'B', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es gab noch nie so viele Kooperationen wie im Jahr 2018 2002 lag der Betrag , mit dem Bund und Länder gemeinsam die Wissenschaft unterstützt haben , bei 4,8 Milliarden Euro .","Es gab noch nie [START] so viele Kooperationen [END] wie im [START] Jahr [END] [START] 2018 [END] 2002 lag [START] der Betrag [END] , mit [START] dem [END] [START] Bund [END] und [START] Länder [END] gemeinsam [START] die Wissenschaft [END] unterstützt haben , bei [START] 4,8 Milliarden Euro [END] .","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
